ipa,source,sourcepage,prev,trans,id,zap
,tlacochahuaya,4,3601,Red cherry-like fruit,3402,"
belduy	"
,tlacochahuaya,4,3601,wild nanche (type of wild fruit),3448,"
belduy bes	"
,tlacochahuaya,4,3601,ocelote / tigrillo,3493,"
bes	"
,tlacochahuaya,4,3601,coyote,3492,"
bew	"
,tlacochahuaya,4,3601,types of aromatic plants,3463,"
bextil	"
,tlacochahuaya,4,3601,cactus,3478,"
bia lutx be’kw	"
,tlacochahuaya,4,3601,thick cactus,3477,"
bia na’ld	"
,tlacochahuaya,4,3601, cactus leaves,3415,"
bia’á	"
,tlacochahuaya,4,3601,cactus leaf,3414,"
bia’á	"
,tlacochahuaya,4,3601,armadillo,3498,"
bigupy	"
,tlacochahuaya,4,3601,,3405,"
bin yech bee?	"
,tlacochahuaya,4,3601,white castor oil plant,3456,"
blapiat	"
,tlacochahuaya,4,3601,Avocado leaves,3404,"
blaxh guel	"
,tlacochahuaya,4,3601,avocado tree leaves (edible),3459,"
blaxh guel	"
,tlacochahuaya,5,3459,type of hawk,3561,"
 yarbay	"
,tlacochahuaya,5,3459,where are you all going?,3509,"
¿cali chet?	"
,tlacochahuaya,5,3459,today,3598,"
an chi	"
,tlacochahuaya,5,3459,soul,3599,"
anym	"
,tlacochahuaya,5,3459,put on a shawl?,3501,"
bai chukye’	"
,tlacochahuaya,5,3459,type of wild banana,3502,"
bdua gëch	"
,tlacochahuaya,5,3459,vulture,3562,"
bech	"
,tlacochahuaya,5,3459,humming bird,3572,"
bedund	"
,tlacochahuaya,5,3459,spider,3584,"
bedxun	"
,tlacochahuaya,5,3459,butterfly,3575,"
begidy	"
,tlacochahuaya,5,3459,fly,3574,"
beguich	"
,tlacochahuaya,5,3459,wedding food with beef and oregano,3503,"
bel kuan	"
,tlacochahuaya,5,3459,bat,3579,"
betsiny	"
,tlacochahuaya,5,3459,bumble bee,3567,"
bezbyaw	"
,tlacochahuaya,5,3459,ant,3583,"
bi dyeny	"
,tlacochahuaya,5,3459,fruit with which you can make soap,3507,"
bibih	"
,tlacochahuaya,5,3459,root with which you can make shampoo,3505,"
bie’to’	"
,tlacochahuaya,5,3459,soap,3508,"
bixstilih	"
,tlacochahuaya,5,3459,raven,3563,"
bló’o	"
,tlacochahuaya,5,3459,"wild bush, roots used to treat hemorrhage (sensible to touch or clap)",3587,"
btiloo	"
,tlacochahuaya,6,3587,mud,3604,"
bany 	"
,tlacochahuaya,6,3587,grackle bird,3675,"
bca’á	"
,tlacochahuaya,6,3587,witch,3608,"
bcha’á	"
,tlacochahuaya,6,3587,barn owl,3679,"
bchie	"
,tlacochahuaya,6,3587,altar,3601,"
bcu 	"
,tlacochahuaya,6,3587,tadpole,3693,"
bdu’úld	"
,tlacochahuaya,6,3587,mushroom,3684,"
be’é	"
,tlacochahuaya,6,3587,moon,3696,"
be’éu	"
,tlacochahuaya,6,3587,full moon,3697,"
be’u zë’ni	"
,tlacochahuaya,6,3587,if (conditional),3602,"
bel	"
,tlacochahuaya,6,3587,fish,3681,"
beld	"
,tlacochahuaya,6,3587,river fish,3682,"
beld guel	"
,tlacochahuaya,6,3587,person from the same town,3619,"
bëni laach	"
,tlacochahuaya,6,3587,grey dove,3680,"
bëzh	"
,tlacochahuaya,6,3587,necklace,3607,"
bga	"
,tlacochahuaya,6,3587,ciruela fruit,3691,"
biach	"
,tlacochahuaya,6,3587,leafcutter ant,3692,"
biub	"
,tlacochahuaya,6,3587,mockingbird,3677,"
bkëch guie	"
,tlacochahuaya,6,3587,house finch,3676,"
bshia’á	"
,tlacochahuaya,6,3587,cocoa beans,3689,"
bzia’á	"
,tlacochahuaya,7,3689,hen,3740,"
bad guidy	"
,tlacochahuaya,7,3689,"corn husk, used to feed cattle",3780,"
bcwel	"
,tlacochahuaya,7,3689,corn husk (used to wrap food),3782,"
bcwel buxh	"
,tlacochahuaya,7,3689,turkey,3743,"
bëd ingul	"
,tlacochahuaya,7,3689,hen turkey,3741,"
bëd lach	"
,tlacochahuaya,7,3689,Guinea fowl,3742,"
bëd xhigh	"
,tlacochahuaya,7,3689,underground honeybees,3703,"
beziu	"
,tlacochahuaya,7,3689,leafcutter ant,3793,"
bndagh	"
,tlacochahuaya,7,3689,"wood, logs of wood",3767,"
bred	"
,tlacochahuaya,7,3689,adobe (clay bricks),3777,"
bsu	"
,tlacochahuaya,7,3689,bee hive,3701,"
bte	"
,tlacochahuaya,7,3689,tomato,3746,"
btiu’úsh	"
,tlacochahuaya,7,3689,foam,3791,"
btsëni	"
,tlacochahuaya,7,3689,black beans,3754,"
bza lahs	"
,tlacochahuaya,7,3689,kidney beans,3755,"
bza ro’ó	"
,tlacochahuaya,7,3689,green beans,3756,"
bza ya’á	"
,tlacochahuaya,7,3689,pumpkin flowers (edible),3765,"
bzi	"
,tlacochahuaya,7,3689,where are you going (formal),3723,"
cali chebiu	"
,tlacochahuaya,7,3689,where are you going? (informal),3722,"
cali chu?	"
,tlacochahuaya,7,3689,What town are you from? (formal and informal),3730,"
cali na gëch?	"
,tlacochahuaya,8,3730,Good morning!,2858,"
¡Zac rsily!	"
,tlacochahuaya,8,3730,Good day (midday)!,2859,"
¡Zak laizhi!	"
,tlacochahuaya,8,3730,Good evening!,2861,"
¡Zak wxiin!	"
,tlacochahuaya,8,3730,Good afternoon!,2860,"
¡Zak wzhi!	"
,tlacochahuaya,8,3730,where are you going?,2856,"
¿Cali chu?	"
,tlacochahuaya,8,3730,where did you go? (cultural note: used as a greeting when meeting someone on the street as they are headed towards their home),2857,"
¿Cali guiu?	"
,tlacochahuaya,8,3730,roadrunner,2883,"
badia	"
,tlacochahuaya,8,3730,cow,2884,"
bagh	"
,tlacochahuaya,8,3730,butterfly,2885,"
baguidy	"
,tlacochahuaya,8,3730,fire,3804,"
bahl	"
,tlacochahuaya,8,3730,"fire, flame",2887,"
baly	"
,tlacochahuaya,8,3730,old,2889,"
bangual	"
,tlacochahuaya,8,3730,scorpion,2890,"
banua	"
,tlacochahuaya,8,3730,stick,2891,"
bar	"
,tlacochahuaya,8,3730,type of medium-sized grasshopper,2892,"
barga	"
,tlacochahuaya,8,3730,toad,2893,"
baxat	"
,tlacochahuaya,8,3730,larvae of beetles,3818,"
bchan	"
,tlacochahuaya,8,3730,knife,2895,"
bchily	"
,tlacochahuaya,8,3730,ant,2896,"
bdi	"
,tlacochahuaya,8,3730,baby,3801,"
bdo	"
za’c laizhih !,tlacochahuaya,9,3801,Good midday!,295,"
Zac laizhi!"
za’c rsìii’lly !,tlacochahuaya,9,3801,Good morning!,293,"
Zac rsily!"
,tlacochahuaya,9,3801,Where did you learn Zapotec?,2955,"
¿Cali bsedyyu dizhsa?	"
,tlacochahuaya,9,3801,snake,2903,"
be’éld	"
,tlacochahuaya,9,3801,This is a dog.,2900,"
Becw nde.	"
,tlacochahuaya,9,3801,Pedro,2901,"
Bed	"
,tlacochahuaya,9,3801,chicken,2927,"
bëdy	"
,tlacochahuaya,9,3801,buzzard,2902,"
beich	"
,tlacochahuaya,9,3801,meat,2904,"
bel	"
,tlacochahuaya,9,3801,"dregs, grounds (of liquid)",2907,"
ben	"
,tlacochahuaya,9,3801,person,2934,"
bëny	"
,tlacochahuaya,9,3801,brother (of a male),2908,"
bets	"
,tlacochahuaya,9,3801,turtle,2909,"
beu	"
,tlacochahuaya,9,3801,type of big jackrabbit,2911,"
bez	"
,tlacochahuaya,9,3801,air,2913,"
bi	"
,tlacochahuaya,9,3801,aunt,2914,"
bied	"
,tlacochahuaya,9,3801,blal,2915,"
blal	"
,tlacochahuaya,9,3801,charcoal,2916,"
bo’ó	"
,tlacochahuaya,9,3801,bag,2917,"
bolz	"
,tlacochahuaya,9,3801,squirrel,2920,"
bsuaz	"
,tlacochahuaya,0,2920,Lopez,3100,"
Loby	"
,tlacochahuaya,0,2920,their faces,3101,"
lorëng	"
,tlacochahuaya,0,2920,machine,3102,"
macyëm	"
,tlacochahuaya,0,2920,master bricklayer,3103,"
maestr	"
,tlacochahuaya,0,2920,Going on an errand.,3104,"
Mandad.	"
,tlacochahuaya,0,2920,apple,3105,"
mansan	"
,tlacochahuaya,0,2920,animal,3106,"
many	"
,tlacochahuaya,0,2920,bee,3108,"
manyser	"
,tlacochahuaya,0,2920,"Tomas, Thomas",3109,"
Mazh	"
,tlacochahuaya,0,2920,louse,3810,"
betsia’á	"
,tlacochahuaya,0,2920,I’m going to eat lunch,3510,"
chiguxunya’ah	"
,tlacochahuaya,0,2920,easy,3010,"
fasily	"
,tlacochahuaya,0,2920,rooster,3410,"
gaiy	"
,tlacochahuaya,0,2920,near,3610,"
gaxh	"
,tlacochahuaya,0,2920,stingy,3110,"
nabisy	"
,tlacochahuaya,0,2920,green,3710,"
naga’á	"
,tlacochahuaya,0,2920,gives (something) to (someone),3210,"
rdeidy	"
,tlacochahuaya,0,2920,stands in line,3310,"
runy col	"
,tlacochahuaya,1,3310,teacher,3112,"
mes	"
,tlacochahuaya,1,3310,waiter,3113,"
meser	"
,tlacochahuaya,1,3310,miracle,3114,"
milagr	"
,tlacochahuaya,1,3310,child,3119,"
mini’í	"
,tlacochahuaya,1,3310,Mixe,3115,"
Mixh	"
,tlacochahuaya,1,3310,woman,3117,"
mna	"
,tlacochahuaya,1,3310,I also ordered hot chocolate for you to drink.,3118,"
Mnabagzaga nax yquinyyu.	"
,tlacochahuaya,1,3310,stingy,3110,"
nabisy	"
,tlacochahuaya,1,3310,woman,3116,"
wna	"
,tlacochahuaya,1,3310,type of big jackrabbit,2911,"
bez	"
,tlacochahuaya,1,3310,we are going to eat lunch,3511,"
chiguuxunu	"
,tlacochahuaya,1,3310,light bulb,3011,"
foc	"
,tlacochahuaya,1,3310,sixty,3611,"
gayon 	"
,tlacochahuaya,1,3310,"weevil (of corn, beans and others grains)",3811,"
man bde	"
,tlacochahuaya,1,3310,dark green,3711,"
naga’á cha’ách	"
,tlacochahuaya,1,3310,is inside out,3211,"
rdets	"
,tlacochahuaya,1,3310,accomanies,3311,"
runy company	"
,tlacochahuaya,1,3310,garlic,3411,"
xtiezh	"
,tlacochahuaya,2,3411,money,3123,"
mëly	"
,tlacochahuaya,2,3411,blonde,3124,"
mëxh	"
,tlacochahuaya,2,3411,child,3120,"
mniny	"
,tlacochahuaya,2,3411,doll,3121,"
mon	"
,tlacochahuaya,2,3411,money,3122,"
muly	"
,tlacochahuaya,2,3411,mass,3125,"
myes	"
,tlacochahuaya,2,3411,"And the same for me, I’ll have them too.",3128,"
Naa zicygagza, niegza gauwa.	"
,tlacochahuaya,2,3411,mother,3129,"
nan	"
,tlacochahuaya,2,3411,day,3612,"
chi	"
,tlacochahuaya,2,3411,picture,3012,"
fot	"
,tlacochahuaya,2,3411,type of yellow flower,3512,"
guie gueb	"
,tlacochahuaya,2,3411,teacher,3112,"
mes	"
,tlacochahuaya,2,3411,dark yellow,3712,"
negats la gul	"
,tlacochahuaya,2,3411,appears,3212,"
rdica	"
,tlacochahuaya,2,3411,understands,3312,"
runy comprender	"
,tlacochahuaya,2,3411,type of wild berry (edible),3412,"
shkí’i bëdi	"
,tlacochahuaya,2,3411,cron with weevils (used to feed porks),3812,"
xhubde	"
,tlacochahuaya,3,3812,this one,3132,"
nde	"
,tlacochahuaya,3,3812,that one,3131,"
ndee	"
,tlacochahuaya,3,3812,this one,3134,"
nden	"
,tlacochahuaya,3,3812,fat,3135,"
ndyo’ó	"
,tlacochahuaya,3,3812,sour,3136,"
ngui	"
,tlacochahuaya,3,3812,"who, that, which (relative pronoun)",3138,"
ni	"
,tlacochahuaya,3,3812,what follows,3139,"
ni ca ni guet	"
,tlacochahuaya,3,3812,foot,3137,"
ni’í	"
,tlacochahuaya,3,3812,sister (of a female),3413,"
beeld	"
,tlacochahuaya,3,3812,tick,3813,"
betsëni	"
,tlacochahuaya,3,3812,air,2913,"
bi	"
,tlacochahuaya,3,3812,nine,3013,"
ga	"
,tlacochahuaya,3,3812,cornfield,3513,"
guel	"
,tlacochahuaya,3,3812,waiter,3113,"
meser	"
,tlacochahuaya,3,3812,very dark yellow,3713,"
nagats la gulia’á	"
,tlacochahuaya,3,3812,answers,3313,"
rcabi	"
,tlacochahuaya,3,3812,boils (of a liquid),3213,"
rdieby	"
,tlacochahuaya,3,3812,be afraid/be scared,3613,"
rzhiby	"
,tlacochahuaya,4,3613,jealous,3141,"
nagui’í	"
,tlacochahuaya,4,3613,wide,3142,"
naxhëni	"
,tlacochahuaya,4,3613,"Like, higaditos.",3140,"
Ni na gyixeiny.	"
,tlacochahuaya,4,3613,There are enchiladas— but you know what they are...,3143,"
Nu enchiladas— aty nanyu xii...	"
,tlacochahuaya,4,3613,chirimoya,3144,"
nuan	"
,tlacochahuaya,4,3613,water,3145,"
nyis	"
,tlacochahuaya,4,3613,hard,3146,"
nzhung	"
,tlacochahuaya,4,3613,Panfilo,3148,"
Pamyël	"
,tlacochahuaya,4,3613,passport,3149,"
pasaport	"
,tlacochahuaya,4,3613,garden worm,3814,"
be’éldyu	"
,tlacochahuaya,4,3613,cactus leaf,3414,"
bia’á	"
,tlacochahuaya,4,3613,aunt,2914,"
bied	"
,tlacochahuaya,4,3613,five,3014,"
gai	"
,tlacochahuaya,4,3613,the tortilla is delicious,3514,"
guet na naguizh	"
,tlacochahuaya,4,3613,miracle,3114,"
milagr	"
,tlacochahuaya,4,3613,be sold,3214,"
rdó’o	"
,tlacochahuaya,4,3613,makes (someone) sick,3314,"
run dany	"
,tlacochahuaya,4,3613,nineteen,3614,"
tsomptap 	"
,tlacochahuaya,4,3613,red,3714,"
xhnia	"
,tlacochahuaya,5,3714,ball,3150,"
pelot	"
,tlacochahuaya,5,3714,Pepsi,3151,"
Pepsy	"
,tlacochahuaya,5,3714,peso,3152,"
pes	"
,tlacochahuaya,5,3714,cymbals,3153,"
plati	"
,tlacochahuaya,5,3714,pen,3154,"
plum	"
,tlacochahuaya,5,3714,cousin,3155,"
pryem	"
,tlacochahuaya,5,3714,bridge,3156,"
pwen	"
,tlacochahuaya,5,3714,door,3157,"
pwert	"
,tlacochahuaya,5,3714,altar,3158,"
pyeiny	"
,tlacochahuaya,5,3714,not,3159,"
queity	"
,tlacochahuaya,5,3714, cactus leaves,3415,"
bia’á	"
,tlacochahuaya,5,3714,blal,2915,"
blal	"
,tlacochahuaya,5,3714,sickness,3015,"
galguich	"
,tlacochahuaya,5,3714,hand scythe,3515,"
gib rug cuan	"
,tlacochahuaya,5,3714,mamey fruit,3815,"
gueld	"
,tlacochahuaya,5,3714,Mixe,3115,"
Mixh	"
,tlacochahuaya,5,3714,new,3615,"
nacuby	"
,tlacochahuaya,5,3714,defends,3315,"
rlalo	"
,tlacochahuaya,5,3714,sweeps,3215,"
rndub	"
,tlacochahuaya,5,3714,dark red ,3715,"
xhnia rëni	"
,tlacochahuaya,6,3715,all,3167,"
gra	"
,tlacochahuaya,6,3715,not,3160,"
quëity	"
,tlacochahuaya,6,3715,Didn’t you understand what she said?,3161,"
Queity gucbeyu ni mniëb e?	"
,tlacochahuaya,6,3715,No.,3162,"
Queity.	"
,tlacochahuaya,6,3715,and,3163,"
quën	"
,tlacochahuaya,6,3715,with,3164,"
quën	"
,tlacochahuaya,6,3715,kilo,3165,"
quily	"
,tlacochahuaya,6,3715,will pay,3166,"
quizh	"
,tlacochahuaya,6,3715,words,3168,"
ra dizh	"
,tlacochahuaya,6,3715,I like these bulls.,3169,"
Ra guan re ryulaza.	"
,tlacochahuaya,6,3715,charcoal,2916,"
bo’ó	"
,tlacochahuaya,6,3715,rope,3816,"
du’	"
,tlacochahuaya,6,3715,reddish field plant,3516,"
giizha’a	"
,tlacochahuaya,6,3715,black beeswax ,3716,"
nagas	"
,tlacochahuaya,6,3715,that,3216,"
re	"
,tlacochahuaya,6,3715,earns,3316,"
runy gan	"
,tlacochahuaya,6,3715,sun,3616,"
wbich 	"
,tlacochahuaya,6,3715,woman,3116,"
wna	"
,tlacochahuaya,7,3116,guava,3170,"
bugui	"
,tlacochahuaya,7,3116,all the words,3172,"
grate de dich	"
,tlacochahuaya,7,3116,Do you see my brother Jeronimo over there?,3171,"
Ranu lo betsa Rony ladi e?	"
,tlacochahuaya,7,3116,gets itchy,3174,"
rbab	"
,tlacochahuaya,7,3116,follows a medical diet,3175,"
rban	"
,tlacochahuaya,7,3116,wakes up,3176,"
rbany	"
,tlacochahuaya,7,3116,chooses,3177,"
rbe	"
,tlacochahuaya,7,3116,takes (something) out,3178,"
rbe	"
,tlacochahuaya,7,3116,rides (an animal),3179,"
rbeb	"
,tlacochahuaya,7,3116,every day,3173,"
xhixhi te	"
,tlacochahuaya,7,3116,brother (of a male),3417,"
behts	"
,tlacochahuaya,7,3116,bag,2917,"
bolz	"
,tlacochahuaya,7,3116,God,3617,"
dyoz 	"
,tlacochahuaya,7,3116,twenty-three,3017,"
galbchon	"
,tlacochahuaya,7,3116,type of small chile,3517,"
giniag	"
,tlacochahuaya,7,3116,praying mantis,3817,"
gutbily	"
,tlacochahuaya,7,3116,woman,3117,"
mna	"
,tlacochahuaya,7,3116,black like charcoal ,3717,"
nagas la bo’ó	"
,tlacochahuaya,7,3116,this,3217,"
nde’	"
,tlacochahuaya,7,3116,wins,3317,"
run gan	"
,tlacochahuaya,8,3317,puts on,3180,"
rbecy	"
,tlacochahuaya,8,3317,waits for,3181,"
rbez	"
,tlacochahuaya,8,3317,sits down,3182,"
rbi	"
,tlacochahuaya,8,3317,rings (of a bell),3183,"
rbix	"
,tlacochahuaya,8,3317,calls,3184,"
rbuzh	"
,tlacochahuaya,8,3317,shouts,3185,"
rbuzhya	"
,tlacochahuaya,8,3317,wants,3186,"
rcaz	"
,tlacochahuaya,8,3317,I want to ask you a question.,3187,"
Rcaza gunya preguan yu.	"
,tlacochahuaya,8,3317,warms,3188,"
rcha	"
,tlacochahuaya,8,3317,I warm,3189,"
rcha’á	"
,tlacochahuaya,8,3317,larvae of beetles,3818,"
bchan	"
,tlacochahuaya,8,3317,twenty-nine,3018,"
galbga	"
,tlacochahuaya,8,3317,small bird that sings a sad song,3518,"
gugiyu	"
,tlacochahuaya,8,3317,I also ordered hot chocolate for you to drink.,3118,"
Mnabagzaga nax yquinyyu.	"
,tlacochahuaya,8,3317,black like woot ,3718,"
nags guini	"
,tlacochahuaya,8,3317,here,3218,"
re	"
,tlacochahuaya,8,3317,half,3618,"
ruld	"
,tlacochahuaya,8,3317,spends money,3318,"
runy gaxt	"
za’c wxi’ihnny !,tlacochahuaya,9,3318,Good evening!,1975,"
Zac wxiny!"
za’carsìii’ly!,tlacochahuaya,9,3318,Good morning!,1973,"
Zacarsily!"
,tlacochahuaya,9,3318,he warms,3190,"
rcha’áni	"
,tlacochahuaya,9,3318,scares (someone),3192,"
rchiby	"
,tlacochahuaya,9,3318,you warm,3193,"
rchoo	"
,tlacochahuaya,9,3318,changes (something),3194,"
rchu	"
,tlacochahuaya,9,3318,moves,3195,"
rchu yu	"
,tlacochahuaya,9,3318,takes care of,3196,"
rculo	"
,tlacochahuaya,9,3318,plays (a wind instrument),3197,"
rcuzh	"
,tlacochahuaya,9,3318,writes,3198,"
rcwa	"
,tlacochahuaya,9,3318,throws,3199,"
rcwa	"
,tlacochahuaya,9,3318,sneezes,3191,"
rxhaxh	"
,tlacochahuaya,9,3318,person from the same town,3619,"
bëni laach	"
,tlacochahuaya,9,3318,see you later,3719,"
cualazu	"
,tlacochahuaya,9,3318,twenty-five,3019,"
galbgaiy	"
,tlacochahuaya,9,3318,bird similar to dove and pigeon,3519,"
gulte	"
,tlacochahuaya,9,3318,"seeds of mamey fruit (edible, used to prepare drinks)",3819,"
lazgueld	"
,tlacochahuaya,9,3318,child,3119,"
mini’í	"
,tlacochahuaya,9,3318,makes a charitable donation,3319,"
rdedni gun	"
,tlacochahuaya,9,3318,there,3219,"
re	"
,tlacochahuaya,0,3219,wakes (someone) up,3200,"
rcwany	"
,tlacochahuaya,0,3219,turns off (an appliance),3201,"
rcwez	"
,tlacochahuaya,0,3219,turns on (a radio),3202,"
rcwual	"
,tlacochahuaya,0,3219,is happy,3203,"
rcyetlaz	"
,tlacochahuaya,0,3219,cooks on an open fire,3204,"
rcyi	"
,tlacochahuaya,0,3219,I cook,3205,"
rcyia	"
,tlacochahuaya,0,3219,he cooks,3206,"
rcyii	"
,tlacochahuaya,0,3219,you cook,3207,"
rcyiu	"
,tlacochahuaya,0,3219,breaks (a round or compact object),3208,"
rda	"
,tlacochahuaya,0,3219,barks,3209,"
rdaux	"
,tlacochahuaya,0,3219,squirrel,2920,"
bsuaz	"
,tlacochahuaya,0,3219,"brother (of a female), sister (of a male)",3420,"
bza’an	"
,tlacochahuaya,0,3219,see you later (formal),3720,"
cualazbiu	"
,tlacochahuaya,0,3219,twenty-seven,3020,"
galbgats	"
,tlacochahuaya,0,3219,zebra dove,3520,"
gugh	"
,tlacochahuaya,0,3219,paper,3820,"
guí’its	"
,tlacochahuaya,0,3219,homeland,3620,"
lach	"
,tlacochahuaya,0,3219,child,3120,"
mniny	"
,tlacochahuaya,0,3219,I’m working here.,3220,"
Re cayunya zeiny.	"
,tlacochahuaya,0,3219,does an errand,3320,"
runy mandad	"
,tlacochahuaya,1,3320,this,3217,"
nde’	"
,tlacochahuaya,1,3320,gives (something) to (someone),3210,"
rdeidy	"
,tlacochahuaya,1,3320,is inside out,3211,"
rdets	"
,tlacochahuaya,1,3320,appears,3212,"
rdica	"
,tlacochahuaya,1,3320,boils (of a liquid),3213,"
rdieby	"
,tlacochahuaya,1,3320,be sold,3214,"
rdó’o	"
,tlacochahuaya,1,3320,here,3218,"
re	"
,tlacochahuaya,1,3320,there,3219,"
re	"
,tlacochahuaya,1,3320,that,3216,"
re	"
,tlacochahuaya,1,3320,sweeps,3215,"
rndub	"
,tlacochahuaya,1,3320,tuna fruit,2921,"
btsë	"
,tlacochahuaya,1,3320,thirstiness ,3621,"
gal rbis laaz	"
,tlacochahuaya,1,3320,twenty-four,3021,"
galbtap	"
,tlacochahuaya,1,3320,nail,3821,"
gëch guib	"
,tlacochahuaya,1,3320,we’ll meet later,3721,"
icha gadnu	"
,tlacochahuaya,1,3320,you all come eat (morning time meal),3521,"
ida te guxuuntu	"
,tlacochahuaya,1,3320,doll,3121,"
mon	"
,tlacochahuaya,1,3320,swims,3321,"
rbeb niss	"
,tlacochahuaya,1,3320,I want to invest money in some of these zebu bulls here.,3221,"
Re rcaza gunya imbertier muly lo ra guan sebu.	"
,tlacochahuaya,2,3221,I’m working here.,3220,"
Re cayunya zeiny.	"
,tlacochahuaya,2,3221,I want to invest money in some of these zebu bulls here.,3221,"
Re rcaza gunya imbertier muly lo ra guan sebu.	"
,tlacochahuaya,2,3221,tells,3222,"
reipy	"
,tlacochahuaya,2,3221,there,3225,"
ren	"
,tlacochahuaya,2,3221,this,3226,"
ren	"
,tlacochahuaya,2,3221,here,3227,"
ren	"
,tlacochahuaya,2,3221,there; that,3223,"
ren	"
,tlacochahuaya,2,3221,that,3224,"
ren	"
,tlacochahuaya,2,3221,slaps,3228,"
rgap	"
,tlacochahuaya,2,3221,stings (someone),3229,"
rguad	"
,tlacochahuaya,2,3221,louse,2922,"
btsya	"
,tlacochahuaya,2,3221,well,3822,"
bzia	"
,tlacochahuaya,2,3221,where are you going? (informal),3722,"
cali chu?	"
,tlacochahuaya,2,3221,twenty-one,3022,"
galbtuby	"
