ipa,source,sourcepage,prev,trans,id,zap
,teotitlan,3,284,we’ll see each other,38,"
gaxagtiun	"
,teotitlan,3,284,cat,31,"
xhit	"
,teotitlan,3,284,Good afternoon! Hello! (said in the afternoon),36,"
Zaktxi!	"
,teotitlan,3,284,Good morning! Hello! (said in the morning),34,"
Zakxdily!	"
,teotitlan,3,284,Good evening! Hello! (said in the evening),37,"
Zakxiny!	"
,teotitlan,3,284,bone,32,"
zït	"
,teotitlan,3,284,April,316,"
abril	"
,teotitlan,3,284,August ,320,"
agost	"
,teotitlan,3,284,opaque,361,"
baang	"
,teotitlan,3,284,bullet,390,"
bal	"
,teotitlan,3,284,nanche (type of fruit),332,"
balè’	"
,teotitlan,3,284,chayote (type of edible squash),351,"
batep	"
,teotitlan,3,284,I ran,362,"
baxhunia	"
,teotitlan,3,284,mushroom,344,"
be	"
,teotitlan,3,284,fish,388,"
bell	"
,teotitlan,3,284,air,370,"
bi	"
,teotitlan,3,284,banana ,329,"
bidua’	"
,teotitlan,3,284,tuna (type of cactus fruit),334,"
bidzï	"
,teotitlan,3,284,Friday,310,"
biern	"
,teotitlan,4,310,star,4,"
baly	"
,teotitlan,5,4,three,5,"
txonn	"
,teotitlan,6,5,tortilla,6,"
get	"
,teotitlan,7,6,woman,7,"
guna’	"
,teotitlan,8,7,strong,8,"
tip	"
,teotitlan,9,8,I’m leaving!  Goodbye!,91,"
a zaa	"
,teotitlan,9,8,Tlacolula,93,"
Bak	"
,teotitlan,9,8,young boy ,94,"
bi’in	"
,teotitlan,9,8,Santo Domingo Tomaltepec,95,"
Birutz	"
,teotitlan,9,8,Guelacé (name of town),96,"
gelze	"
,teotitlan,9,8,Macuilxochitl (the name of a town),97,"
Gwix	"
,teotitlan,9,8,Juchitán,98,"
kuxtan	"
,teotitlan,9,8,one thousand ,90,"
te mil	"
,teotitlan,9,8,San Miguel del Valle,99,"
Xmigyely	"
,teotitlan,9,8,yes (used in acknowledgement of a goodbye),92,"
yoo’	"
,teotitlan,9,8,avocado leaf,995,"
balaj yex	"
,teotitlan,9,8,hen of the age to produce eggs,953,"
bedry beky	"
,teotitlan,9,8,rooster,949,"
bedy gay	"
,teotitlan,9,8,riddle (a big comb for weaving),921,"
begw lai	"
,teotitlan,9,8,my sister (for a woman),948,"
bella	"
,teotitlan,9,8,a dandy,905,"
ben gixh	"
,teotitlan,9,8,rich person,936,"
ben ka’da’ng	"
,teotitlan,9,8,honest person,957,"
ben li	"
,teotitlan,9,8,poor person,931,"
ben txiba’ 	"
,teotitlan,9,8,guitar,926,"
bigwel	"
,teotitlan,0,926,child,10,"
bini’n	"
,teotitlan,1,10,pot for making tejate and atole,11,"
txaa	"
,teotitlan,2,11,my finger,128,"
bakuinia’	"
,teotitlan,2,11,my toe,126,"
bakuinie’	"
,teotitlan,2,11,,122,"
gal rau	"
,teotitlan,2,11,drink ,120,"
gal ree	"
,teotitlan,2,11, leave,123,"
gal ridie’e	"
,teotitlan,2,11,to see,121,"
gal rugie	"
,teotitlan,2,11,to care for,http://www.nepalo.com/teotitlan/dictionary/index-spanish/index.htm,"
gal ruinlau"
,teotitlan,2,11,listening,125,"
gal rului	"
,teotitlan,2,11,hand,129,"
nia	"
,teotitlan,2,11,my foot,127,"
nie’e	"
,teotitlan,2,11,mosquito,1283,"
bagegw	"
,teotitlan,2,11,defame,1231,"
bala’n	"
,teotitlan,2,11,a moment ago,1232,"
baliki 	"
,teotitlan,2,11,blow,1259,"
balui	"
,teotitlan,2,11,toad,1270,"
baxhat	"
,teotitlan,2,11,a small wild cat,1282,"
bes	"
,teotitlan,2,11,skunk,1268,"
bet	"
,teotitlan,2,11,butterfly,1263,"
bigidy	"
,teotitlan,2,11,ant,1274,"
biri	"
bsihah,teotitlan,2,11,eagle,1292,"
bisia"
,teotitlan,3,1292,saint,13,"
dxang	"
,teotitlan,4,13,young girl,140,"
nguus	"
,teotitlan,4,13,one hundred ,141,"
te gayoa	"
,teotitlan,4,13,fifty ,142,"
tiuaa bi tsï	"
,teotitlan,4,13,Teotitán del Valle,143,"
Xigie	"
,teotitlan,4,13,eight,144,"
xoon	"
,teotitlan,4,13,is full already,1403,"
a gudxa	"
,teotitlan,4,13,"be mature, be adult",1491,"
a gul	"
,teotitlan,4,13,"be just about to, be ready to ",1492,"
a gull	"
,teotitlan,4,13,be dead already,1415,"
a guty	"
,teotitlan,4,13,it’s late morning,1408,"
a guxha’in	"
,teotitlan,4,13,"satisfy his desire for, get enough of",1467,"
a guxhaa	"
,teotitlan,4,13,it is _____ o’clock,1494,"
a na _____	"
,teotitlan,4,13,"should, ought to (right now)",1496,"
a naa pahr, a naabag pahr??	"
,teotitlan,4,13,"do something well, in a mature way",1499,"
a ral runian	"
,teotitlan,4,13,Are you coming with us?,1455,"
a zizau kon dunun	"
,teotitlan,4,13,be tired,1406,"
badxag 	"
,teotitlan,4,13,gets hit,1456,"
balub dang	"
,teotitlan,4,13,petate (woven reed mat),1466,"
da’	"
,teotitlan,4,13,be resurrected,1443,"
gabi’ gabanian	"
,teotitlan,4,13,be able to help,1436,"
gac neu	"
,teotitlan,5,1436,squash,15,"
git	"
,teotitlan,6,15,shirt,http://www.nepalo.com/teotitlan/dictionary/index-spanish/index.htm,"
biaj"
,teotitlan,7,http://www.nepalo.com/teotitlan/dictionary/index-spanish/index.htm,no,17,"
kety	"
,teotitlan,8,17,"old person, elderly person",18,"
bengul	"
,teotitlan,9,18,my hand,19,"
nia’	"
,teotitlan,0,19,seed,20,"
binny	"
,teotitlan,1,20,curly hair,21,"
pity	"
,teotitlan,2,21,mouth,22,"
ru’u	"
,teotitlan,3,22,how much (money),230,"
bagaly	"
,teotitlan,3,22,how much (money),231,"
ballak	"
,teotitlan,3,22,where,232,"
kali	"
,teotitlan,3,22,I’m not saying anything,235,"
kechi kanie	"
,teotitlan,3,22,There is nothing,239,"
kechi yu’	"
,teotitlan,3,22,doesn’t work ,238,"
ket xhui’di	"
,teotitlan,3,22,it is not here (of a thing),236,"
ketin	"
,teotitlan,3,22,nobody,234,"
ketuudi	"
,teotitlan,3,22,at what time,233,"
xur	"
,teotitlan,3,22,three years ago,2381,"
a guc chon iaz ni ??	"
,teotitlan,3,22,for ten years,2380,"
a guc tsë iaz ??	"
,teotitlan,3,22,that’s a really long time ago,2382,"
a guc xchidani ??	"
,teotitlan,3,22,finally,2383,"
a gucgan ??	"
,teotitlan,3,22,soon,2386,"
amer ??	"
,teotitlan,3,22,"until, up to; even",2387,"
axta ??	"
,teotitlan,3,22,earlier this morning,2388,"
ba rsily ??	"
,teotitlan,3,22,,2300,"
bi 	"
,teotitlan,3,22,little,2390,"
bichi ??	"
,teotitlan,3,22, tuna (type of cactus fruit),2318,"
bidzï 	"
,teotitlan,3,22,,2312,"
bikay 	"
,teotitlan,4,2312,four,24,"
tap	"
,teotitlan,5,24,greeting with handshake,25,"
xtxang	"
,teotitlan,6,25,snake,26,"
bell	"
,teotitlan,7,26,money,27,"
medy	"
,teotitlan,8,27,basket,28,"
dxummiag	"
,teotitlan,9,28,house,29,"
yu’u	"
,teotitlan,0,29,in the afternoon,304,"
gudxii	"
,teotitlan,0,29,at night,305,"
guxiny	"
,teotitlan,0,29,at noon,303,"
ledxii	"
,teotitlan,0,29,Tuesday,307,"
marty	"
,teotitlan,0,29,Wednesday,308,"
mierkw	"
,teotitlan,0,29,hour,300,"
or	"
,teotitlan,0,29,one hour,301,"
tubior	"
,teotitlan,0,29,Monday,306,"
txi loin	"
,teotitlan,0,29,in the morning,302,"
xdily	"
,teotitlan,0,29,Thursday,309,"
xueb	"
,teotitlan,0,29,how much (money),230,"
bagaly	"
,teotitlan,0,29,people,130,"
beniit	"
,teotitlan,0,29,scissors,930,"
getxer	"
,teotitlan,0,29,"humid, damp",530,"
gup	"
,teotitlan,0,29,pineapple,330,"
xhidx	"
,teotitlan,0,29,comal; clay griddle (used for cooking tortillas),630,"
zïly	"
,teotitlan,0,29,person,1304,"
beny	"
,teotitlan,0,29,,2300,"
bi 	"
,teotitlan,0,29,spindle used to make warp yarn,2301,"
bip	"
,teotitlan,0,29,,2309,"
bira’u 	"
,teotitlan,1,2309,cat,31,"
xhit	"
,teotitlan,2,31,bone,32,"
zït	"
,teotitlan,3,32,we’re going to say hello,33,"
ganiun xtxan	"
,teotitlan,4,33,Good morning! Hello! (said in the morning),34,"
Zakxdily!	"
,teotitlan,5,34,chayote (type of edible squash),351,"
batep	"
,teotitlan,5,34,type of candle decorated with flowers,357,"
binni giè’	"
,teotitlan,5,34,beans,354,"
bizaa	"
,teotitlan,5,34,green bean ,355,"
bizayaa	"
,teotitlan,5,34,cocoa,356,"
bizyee	"
,teotitlan,5,34,homework,359,"
dzïinxkuily	"
,teotitlan,5,34,weave,358,"
gal ruintxei lady	"
,teotitlan,5,34,"chile de árbol (bird’s beak chile, rat’s tail chile)",350,"
giniaj	"
,teotitlan,5,34,zucchini,353,"
git ri’ng	"
,teotitlan,5,34,livestock,935,"
dxaa	"
,teotitlan,5,34,nine,135,"
ja’	"
,teotitlan,5,34,I’m not saying anything,235,"
kechi kanie	"
,teotitlan,5,34,dryness,535,"
nabiiz	"
,teotitlan,5,34,orange,635,"
naraxh	"
,teotitlan,5,34,fat,435,"
ndiau	"
,teotitlan,5,34,"Did you shut (the door, the window, etc) already? ",1352,"
a baseu	"
,teotitlan,5,34,welcome to this place; God has brought you,1359,"
a bizïin ne dius yubtu laguar ree	"
,teotitlan,5,34,"all right, okay",1354,"
am bai	"
,teotitlan,5,34,deer,1356,"
bzïin	"
,teotitlan,5,34,devil,1351,"
diabl	"
,teotitlan,6,1351,Good afternoon! Hello! (said in the afternoon),36,"
Zaktxi!	"
,teotitlan,7,36,Good evening! Hello! (said in the evening),37,"
Zakxiny!	"
,teotitlan,8,37,we’ll see each other,38,"
gaxagtiun	"
,teotitlan,9,38,bullet,390,"
bal	"
,teotitlan,9,38,necklace,393,"
bigà’a	"
,teotitlan,9,38,green,394,"
bixhui	"
,teotitlan,9,38,cigarette,398,"
geez	"
,teotitlan,9,38,1. clay pot; pot; 2. piñata,399,"
ges	"
,teotitlan,9,38,sandal,397,"
guratx	"
,teotitlan,9,38,heart,395,"
la’z	"
,teotitlan,9,38,he / she,396,"
laang	"
,teotitlan,9,38,now,391,"
na’a	"
,teotitlan,9,38,I; me,392,"
naa	"
,teotitlan,9,38,chayote (type of edible squash),639,"
batep	"
,teotitlan,9,38,tomatillo,339,"
bitiuxy gixh	"
,teotitlan,9,38,There is nothing,239,"
kechi yu’	"
,teotitlan,9,38,Mixe,139,"
mi’x	"
,teotitlan,9,38,helper,439,"
ni rakne	"
,teotitlan,9,38,holy water ,539,"
nisle’e	"
,teotitlan,9,38,rob,839,"
riba’	"
,teotitlan,9,38,fast,939,"
tagu’n	"
,teotitlan,9,38,little,2390,"
bichi ??	"
,teotitlan,9,38,male turkey,2393,"
budy ngual ??	"
,teotitlan,0,2393,let’s go,40,"
tuu’	"
,teotitlan,1,40,until tomorrow ,41,"
axt dxii	"
,teotitlan,2,41,see you tomorrow ,42,"
xhi gaxagun	"
,teotitlan,3,42,"hen, chicken",437,"
bedy gidy	"
,teotitlan,3,42,person from out of town; foreigner,438,"
benzit	"
,teotitlan,3,42,"sickness, illness; disease",436,"
gal gidx	"
,teotitlan,3,42,blonde,433,"
kiermex	"
,teotitlan,3,42,salty,431,"
naxhi	"
,teotitlan,3,42,wide,432,"
naxhieng	"
,teotitlan,3,42,fat,435,"
ndiau	"
,teotitlan,3,42,helper,439,"
ni rakne	"
,teotitlan,3,42,hat,434,"
xhumbrel	"
,teotitlan,3,42,petal (of a flower),543,"
balaj gie’	"
,teotitlan,3,42,language,443,"
didx ni rinidang	"
,teotitlan,3,42,not as much ,243,"
ketihza	"
,teotitlan,3,42,cilantro,343,"
kurand	"
,teotitlan,3,42,have,843,"
rap	"
,teotitlan,3,42,laugh; smile,943,"
ruxhiis	"
,teotitlan,3,42,Teotitán del Valle,143,"
Xigie	"
,teotitlan,3,42,very,2434,"
axt	"
,teotitlan,3,42,be able to help,1436,"
gac neu	"
,teotitlan,3,42,I will hug,2438,"
ke’eza’a	"
,teotitlan,3,42,your face,2437,"
lau’u	"
,teotitlan,4,2437,my head,44,"
kie’	"
,teotitlan,5,44,my hair,45,"
gitx kye	"
,teotitlan,6,45,my ear,46,"
diaga	"
,teotitlan,7,46,my eyebrow,47,"
gitx gyelaga	"
,teotitlan,8,47,my eyelash,48,"
gitx balagwa	"
,teotitlan,9,48,my eye,49,"
balawa	"
,teotitlan,0,49,my nose,50,"
xiee’	"
,teotitlan,1,50,my lips,51,"
guid rua’a	"
,teotitlan,2,51,my mouth,52,"
rua’a	"
,teotitlan,3,52,my tongue ,53,"
ludxa	"
,teotitlan,4,53,my tooth,54,"
laaya	"
,teotitlan,5,54,my chest,55,"
teexa	"
,teotitlan,6,55,my stomach ,56,"
le’nia	"
,teotitlan,7,56,"my navel, my bellybutton",57,"
xkepia	"
,teotitlan,8,57,my back,58,"
detsa	"
,teotitlan,9,58,my arm,59,"
xuka	"
,teotitlan,0,59,my elbow,60,"
xtiubilia	"
,teotitlan,1,60,my shoulder,61,"
kie’xuka	"
,teotitlan,2,61,palm of my hand,62,"
les nia’a	"
,teotitlan,3,62,chayote (type of edible squash),639,"
batep	"
,teotitlan,3,62,green peas,638,"
bizayaa	"
,teotitlan,3,62,1. clay pot; pot; 2. piñata,633,"
ges	"
,teotitlan,3,62,squash,636,"
git	"
,teotitlan,3,62,orange,635,"
naraxh	"
,teotitlan,3,62,atole,634,"
siaab	"
,teotitlan,3,62,pineapple,637,"
xhi’ixhy	"
,teotitlan,3,62,hat,631,"
xhumbrel	"
,teotitlan,3,62,chair,632,"
yagxhily	"
,teotitlan,3,62,comal; clay griddle (used for cooking tortillas),630,"
zïly	"
,teotitlan,3,62,kiss,363,"
chuk	"
,teotitlan,3,62,humidity,563,"
gup	"
,teotitlan,3,62,I’m not okay,663,"
keith yua’a sru	"
,teotitlan,3,62,and; with,463,"
kong	"
,teotitlan,3,62,celebration of the Virgin of the Rosary,263,"
laani xten Nan gibà’ Xsary	"
,teotitlan,3,62,alms; handout; offering,863,"
tedixbe’e	"
,teotitlan,3,62,I am going to pee.,963,"
txinisa’	"
,teotitlan,3,62,thanks to god ,163,"
xtiuzen lain	"
,teotitlan,3,62,I already told him/her ,1634,"
a repian	"
,teotitlan,3,62,"grey or black with white stripes (of a bird, cat, or other animal)",1633,"
beez 	"
,teotitlan,4,1633,my face,64,"
lagua	"
,teotitlan,5,64,now let’s go,65,"
gultuu’	"
,teotitlan,6,65,We’re leaving! Goodbye!,66,"
a zoon	"
,teotitlan,7,66,at night we say...,67,"
chi a na guxiny raniun	"
,teotitlan,8,67,at midday we say...,68,"
chi a na lexi raniun	"
,teotitlan,9,68,during the evening we say...,69,"
txi a na guxi raniun	"
,teotitlan,0,69,in the morning we say ,70,"
chi na xdily raniun	"
,teotitlan,1,70,learning,71,"
gal rakli	"
,teotitlan,2,71,study,72,"
gal ruused 	"
,teotitlan,3,72,action of decorating,73,"
gal ruusuchei	"
,teotitlan,4,73, sowing (seeds),74,"
gal rizibiny	"
,teotitlan,5,74,weaving,75,"
gal ruintxei	"
,teotitlan,6,75,let’s count,76,"
te galabun	"
,teotitlan,7,76,eleven ,77,"
tsïptui	"
,teotitlan,8,77,twelve,78,"
tsïptiop	"
,teotitlan,9,78,thirteen ,79,"
tsïny	"
,teotitlan,0,79,fourteen,80,"
tsïda	"
,teotitlan,1,80,fifteen ,81,"
tsïïnn	"
,teotitlan,2,81,sixteen ,82,"
tsïïnn bi tui	"
,teotitlan,3,82,seventeen ,83,"
tsïïnn bi tiop	"
,teotitlan,4,83,eighteen ,84,"
tsïïnn bi txonn	"
,teotitlan,5,84,nineteen ,85,"
tsïïnn bitap	"
,teotitlan,6,85,thirty ,86,"
jaly bi tsï	"
,teotitlan,7,86,forty ,87,"
tiwa’	"
,teotitlan,8,87,eighty,88,"
tap jaly	"
,teotitlan,9,88,ninety ,89,"
tap jaly bi tsï	"
,teotitlan,0,89,one thousand ,90,"
te mil	"
,teotitlan,1,90,I’m leaving!  Goodbye!,91,"
a zaa	"
,teotitlan,2,91,yes (used in acknowledgement of a goodbye),92,"
yoo’	"
,teotitlan,3,92,Tlacolula,93,"
Bak	"
,teotitlan,4,93,young boy ,94,"
bi’in	"
,teotitlan,5,94,Santo Domingo Tomaltepec,95,"
Birutz	"
,teotitlan,6,95,Guelacé (name of town),96,"
gelze	"
,teotitlan,7,96,Macuilxochitl (the name of a town),97,"
Gwix	"
,teotitlan,8,97,Juchitán,98,"
kuxtan	"
,teotitlan,9,98,San Miguel del Valle,99,"
Xmigyely	"
,teotitlan,0,99,Santiago Ixtaltepec,100,"
Xndiu	"
,teotitlan,1,100,Tlacochahuaya,101,"
Zuny	"
,teotitlan,2,101,bread,1020,"
get xtily	"
,teotitlan,2,101,wool bag,1028,"
murraly gich	"
,teotitlan,2,101,pan de muerto ,1029,"
pa tugul 	"
,teotitlan,2,101,cooking pot,1027,"
rii	"
,teotitlan,2,101,atole with brown sugar,1024,"
siab panel	"
,teotitlan,2,101,atole with toasted corn,1021,"
siab xhuub bigi’	"
,teotitlan,2,101,my son-in-law,1026,"
xbagusa	"
,teotitlan,2,101,my father,1022,"
xtada	"
,teotitlan,2,101,your father,1025,"
xtadu	"
,teotitlan,2,101,fever,1102,"
xlia	"
,teotitlan,2,101,"he looks for (something) in every corner of the house, or all over the house",2102,"
xquiny yu rguilyëng ??	"
,teotitlan,3,2102,one,103,"
tui	"
,teotitlan,4,103,two,104,"
tiop	"
,teotitlan,5,104,ten,105,"
tsï	"
,teotitlan,6,105,six,106,"
xop	"
,teotitlan,7,106,my fingernail ,107,"
bixugnia	"
,teotitlan,8,107,tree snake,1087,"
bell yag	"
,teotitlan,8,107,worker,1086,"
ben rien xhïn	"
,teotitlan,8,107,drunk,1084,"
ben rizuuz	"
,teotitlan,8,107,ancestor,1083,"
bengulas	"
,teotitlan,8,107,"head person, person in charge",1085,"
beny gazublo	"
,teotitlan,8,107,tomato,1088,"
bitiux	"
,teotitlan,8,107,fruit peel,1089,"
gidxab 	"
,teotitlan,8,107,west,1082,"
kud re’zy gubidx	"
,teotitlan,8,107,south,1081,"
nezget	"
,teotitlan,8,107,north,1080,"
nezya’	"
,teotitlan,8,107,agave,1108,"
dub	"
,teotitlan,8,107,"lays (a long obj) down, puts (a long obj. ) down",2108,"
rguix ??	"
,teotitlan,9,2108,thorn,1095,"
getx	"
,teotitlan,9,2108,net; hammock,1091,"
gix	"
,teotitlan,9,2108,huaje (type of bean),1092,"
la’ 	"
,teotitlan,9,2108,liver,1097,"
lestau	"
,teotitlan,9,2108,ash Wednesday,1099,"
mierkw lanii dee	"
,teotitlan,9,2108,root,1094,"
rai	"
,teotitlan,9,2108,a little,1098,"
txi’n	"
,teotitlan,9,2108,fruit nectar,1093,"
xnupiʼng	"
,teotitlan,9,2108,resin of a tree,1090,"
yaʼl	"
,teotitlan,9,2108,mint ,1109,"
bet xtily 	"
,teotitlan,9,2108,gets stuck on,2109,"
rguidy ??	"
,teotitlan,0,2109,adobe,1101,"
basu’	"
,teotitlan,0,2109,adult,1103,"
ben guul	"
,teotitlan,0,2109,mint ,1109,"
bet xtily 	"
,teotitlan,0,2109,agave,1108,"
dub	"
,teotitlan,0,2109,one week,1105,"
tuxmang	"
,teotitlan,0,2109,fever,1102,"
xlia	"
,teotitlan,0,2109,many years,1100,"
ziente’ iz	"
,teotitlan,0,2109,"irrigates, waters",2110,"
rguilly ??	"
(check translation),teotitlan,0,2109,navel,1110,"
xkiskge’e"
,teotitlan,1,1110,your (informal) eye,1117,"
balaw	"
,teotitlan,1,1110,comb,1115,"
beegw	"
,teotitlan,1,1110,ashes,1116,"
de	"
,teotitlan,1,1110,tejate,1114,"
kub	"
,teotitlan,1,1110,my ankle,1111,"
lasia’	"
,teotitlan,1,1110,apron,1113,"
mandilly	"
,teotitlan,1,1110,beach,1118,"
ru’u niz	"
,teotitlan,1,1110,stir,1119,"
rusiety	"
(check translation),teotitlan,1,1110,navel,1110,"
xkiskge’e"
,teotitlan,1,1110,poinsettia,2111,"
gye te	"
,teotitlan,2,2111,the action of going,112,"
gal re	"
,teotitlan,3,112, walking,113,"
gal riza	"
,teotitlan,4,113,to listen,114,"
gal rindiag	"
,teotitlan,5,114,"make, do",115,"
gal ruin	"
,teotitlan,6,115,young girl,116,"
dxapen	"
,teotitlan,7,116,to read,117,"
gal ruul	"
,teotitlan,8,117,to sell,118,"
gal ruutau	"
,teotitlan,9,118,my toenail ,119,"
bixugnie’e	"
,teotitlan,0,119,drink ,120,"
gal ree	"
,teotitlan,1,120,to see,121,"
gal rugie	"
,teotitlan,2,121,,122,"
gal rau	"
,teotitlan,3,122, leave,123,"
gal ridie’e	"
,teotitlan,4,123,to care for,http://www.nepalo.com/teotitlan/dictionary/index-spanish/index.htm,"
gal ruinlau"
,teotitlan,5,http://www.nepalo.com/teotitlan/dictionary/index-spanish/index.htm,listening,125,"
gal rului	"
,teotitlan,6,125,my toe,126,"
bakuinie’	"
,teotitlan,7,126,my foot,127,"
nie’e	"
,teotitlan,8,127,my finger,128,"
bakuinia’	"
,teotitlan,9,128,hand,129,"
nia	"
,teotitlan,0,129,people,130,"
beniit	"
,teotitlan,1,130,man,131,"
beny ngiu	"
,teotitlan,2,131,woman,132,"
beny gunà’	"
,teotitlan,3,132,seventy ,133,"
txonn jaly bi tsï	"
,teotitlan,4,133,sixty,134,"
txonn jaly	"
,teotitlan,5,134,nine,135,"
ja’	"
,teotitlan,6,135,twenty,136,"
jaly	"
,teotitlan,7,136,seven,137,"
jees	"
,teotitlan,8,137,Oaxaca,138,"
Lwa’ 	"
,teotitlan,9,138,Mixe,139,"
mi’x	"
,teotitlan,0,139,young girl,140,"
nguus	"
,teotitlan,1,140,one hundred ,141,"
te gayoa	"
,teotitlan,2,141,fifty ,142,"
tiuaa bi tsï	"
,teotitlan,3,142,Teotitán del Valle,143,"
Xigie	"
,teotitlan,4,143,eight,144,"
xoon	"
,teotitlan,5,144,Are you coming with us?,1455,"
a zizau kon dunun	"
,teotitlan,5,144,gets hit,1456,"
balub dang	"
,teotitlan,5,144,flower,1458,"
gíé 	"
,teotitlan,5,144,be,1450,"
nàa’	"
,teotitlan,5,144,"comes out, leaves",1457,"
ridie	"
,teotitlan,5,144,"before, in front",1451,"
txiky	"
,teotitlan,5,144,lean on,1459,"
xha’t	"
,teotitlan,5,144,lie,1145,"
dixu’u	"
,teotitlan,5,144,gossips to,2145,"
rgu diz lo ??	"
,teotitlan,6,2145,"satisfy his desire for, get enough of",1467,"
a guxhaa	"
,teotitlan,6,2145,petate (woven reed mat),1466,"
da’	"
,teotitlan,6,2145,plant,1468,"
kuang 	"
,teotitlan,6,2145,it gets windy,1460,"
ridiebi	"
,teotitlan,6,2145,give,1464,"
rudeed	"
,teotitlan,6,2145,bounce,1463,"
ruze’in	"
,teotitlan,6,2145,on the bottom (of a stack or pile in a container),1462,"
xhaget	"
,teotitlan,6,2145,below the huamuchil (a kind of a tree),1465,"
xhayamutx 	"
,teotitlan,6,2145,father (of someone),1469,"
xtad 	"
,teotitlan,6,2145,newborn baby ,2146,"
bdoobeez??	"
,teotitlan,6,2145,kite,1146,"
paploot	"
,teotitlan,7,1146,my head,1472,"
kiee	"
,teotitlan,7,1146,my tooth,1473,"
laya	"
,teotitlan,7,1146,my foot,1475,"
niee	"
,teotitlan,7,1146,leave,1478,"
rdien	"
,teotitlan,7,1146,"it gets sunny, the sun comes out",1470,"
ridie gubidx 	"
,teotitlan,7,1146,oozes,1471,"
ridie nis law	"
,teotitlan,7,1146,bleeds,1476,"
ridie reny	"
,teotitlan,7,1146,prayers are said for someone after he dies,1479,"
ruin xsary par tugul   	"
,teotitlan,7,1146,seco (a dish of bread and a piece of chocolate that you give to a widow or someone who did not come to a party),1474,"
te nabiz	"
,teotitlan,7,1146,forty,1477,"
tiwa’	"
,teotitlan,7,1146,necklace,1147,"
dugie’	"
,teotitlan,7,1146,"leaves (someone) in a bad position, abandons (someone) after encouraging him",2147,"
rgu du gyeny ??	"
,teotitlan,8,2147,"round, circular",1484,"
redond	"
,teotitlan,8,2147,"gets sold, sells",1487,"
ridau	"
,teotitlan,8,2147,sold by the (unit of measure),1485,"
ridau por	"
,teotitlan,8,2147,scold,1481,"
ridily	"
,teotitlan,8,2147,gather,1488,"
ridxah dang	"
,teotitlan,8,2147,boil ,1480,"
rilieby	"
,teotitlan,8,2147,cotton,1483,"
xhi’lly 	"
,teotitlan,8,2147,"offspring, child",1486,"
xhi’n	"
,teotitlan,8,2147,daughter,1489,"
xhiʼndxap	"
,teotitlan,8,2147,,2148,"
bdooseer??	"
,teotitlan,8,2147,life,1148,"
galbai	"
,teotitlan,9,1148,"be mature, be adult",1491,"
a gul	"
,teotitlan,9,1148,"be just about to, be ready to ",1492,"
a gull	"
,teotitlan,9,1148,it is _____ o’clock,1494,"
a na _____	"
,teotitlan,9,1148,"should, ought to (right now)",1496,"
a naa pahr, a naabag pahr??	"
,teotitlan,9,1148,"do something well, in a mature way",1499,"
a ral runian	"
,teotitlan,9,1148,have done something enough ,1493,"
gakten 	"
,teotitlan,9,1148, under the ear,1497,"
xhadyag 	"
,teotitlan,9,1148,son,1490,"
xhinga’n	"
,teotitlan,9,1148,with a bottom that sticks out,1498,"
xhtiu rauo	"
